timestamp,load_mw,available_nd_mw,net_load_mw,solar_mw,wind_mw
2025-01-01 00:00:00+00:00,4908.932563710001,479.0687284593452,4429.863835250656,0.0,479.0687284593452
2025-01-01 01:00:00+00:00,4792.202039141999,476.44565406910414,4315.756385072895,0.0,476.44565406910414
2025-01-01 02:00:00+00:00,4682.583965682,471.864384044989,4210.719581637011,0.0,471.864384044989
2025-01-01 03:00:00+00:00,4587.704636382,465.43973792021677,4122.264898461784,0.0,465.43973792021677
2025-01-01 04:00:00+00:00,4514.139223355998,457.3551675924021,4056.784055763596,0.0,457.3551675924021
2025-01-01 05:00:00+00:00,4466.965888434001,447.855446868869,4019.1104415651316,0.0,447.855446868869
2025-01-01 06:00:00+00:00,4449.422868366,437.23685987237843,4012.186008493622,0.0,437.23685987237843
2025-01-01 07:00:00+00:00,4462.691827397998,642.2093587552255,3820.482468642773,216.37406086139518,425.83529789383033
2025-01-01 08:00:00+00:00,4505.822052732003,829.9727550974883,3675.849297634514,415.96001575830775,414.0127393391806
2025-01-01 09:00:00+00:00,4575.800659626001,987.0274587174513,3588.77320090855,584.8847825805275,402.14267613692385
2025-01-01 10:00:00+00:00,4667.763775122003,1102.3004054609573,3565.4633696610454,711.7053288727333,390.595076588224
2025-01-01 11:00:00+00:00,4775.334281844001,1167.9128151722784,3607.421466671723,788.19131169679,379.72150347548853
2025-01-01 12:00:00+00:00,4891.062829043999,1179.6770669424368,3711.3857621015622,809.8360725264716,369.84099441596516
2025-01-01 13:00:00+00:00,5006.942013905997,1137.2971764267877,3869.644837479209,776.0698960315356,361.22728039525214
2025-01-01 14:00:00+00:00,5114.958448151998,1044.2740244097618,4070.684423742236,690.1761547896594,354.0978696201023
2025-01-01 15:00:00+00:00,5207.644990085999,907.540654258348,4300.104335827651,558.9352139722752,348.60544028607285
2025-01-01 16:00:00+00:00,5278.595324646001,736.8724097489951,4541.722914897006,392.0405170484892,344.83189270050593
2025-01-01 17:00:00+00:00,5322.905708316002,544.1299640784202,4778.775744237582,201.3446571220485,342.7853069563717
2025-01-01 18:00:00+00:00,5337.513629195999,342.39993036372744,4995.113698832271,0.0,342.39993036372744
2025-01-01 19:00:00+00:00,5321.410212425997,343.5391872455342,4977.871025180463,0.0,343.5391872455342
2025-01-01 20:00:00+00:00,5275.711808178001,346.0016001989435,4929.7102079790575,0.0,346.0016001989435
2025-01-01 21:00:00+00:00,5203.585760898,349.5293655366326,4854.056395361368,0.0,349.5293655366326
2025-01-01 22:00:00+00:00,5110.035462923998,353.8192450362455,4756.2162178877525,0.0,353.8192450362455
2025-01-01 23:00:00+00:00,5001.559246781996,358.53531487654163,4643.023931905454,0.0,358.53531487654163
2025-01-02 00:00:00+00:00,4887.733181436002,363.3230586680668,4524.410122767936,0.0,363.3230586680668
2025-01-02 01:00:00+00:00,4772.587175370003,367.82422198951946,4404.762953380484,0.0,367.82422198951946
2025-01-02 02:00:00+00:00,4666.211945472,371.6918199645833,4294.520125507416,0.0,371.6918199645833
2025-01-02 03:00:00+00:00,4576.0982104740015,374.6046871960155,4201.493523277986,0.0,374.6046871960155
2025-01-02 04:00:00+00:00,4508.648268264001,376.28096750636666,4132.367300757634,0.0,376.28096750636666
2025-01-02 05:00:00+00:00,4468.734284910001,376.48999490550136,4092.2442900045,0.0,376.48999490550136
2025-01-02 06:00:00+00:00,4459.360262405999,375.06207487250794,4084.298187533491,0.0,375.06207487250794
2025-01-02 07:00:00+00:00,4481.450948268,566.0428123587739,3915.4081359092256,194.1470375101869,371.89577484858694
2025-01-02 08:00:00+00:00,4533.782160684,743.0460404331851,3790.7361202508146,376.08363440241214,366.96240603077297
2025-01-02 09:00:00+00:00,4613.057466906001,893.7843520193182,3719.2731148866824,533.4768174652052,360.30753455411315
2025-01-02 10:00:00+00:00,4714.126111758001,1007.5221336194788,3706.6039781385216,655.4726906650494,352.0494429544295
2025-01-02 11:00:00+00:00,4830.327548634003,1075.836767708784,3754.4907809252186,733.4621555611568,342.3746121476272
2025-01-02 12:00:00+00:00,4953.939225018001,1093.2569788714245,3860.6822461465763,761.7265752896773,331.5304035817473
2025-01-02 13:00:00+00:00,5076.697198902002,1057.7238573549841,4018.973341547018,737.9086067549865,319.81525059999757
2025-01-02 14:00:00+00:00,5190.3543520500025,970.8280450469496,4219.526307003053,663.2613023220354,307.5667427249142
2025-01-02 15:00:00+00:00,5287.238174820001,837.7902550632207,4449.447919756781,542.6421472399643,295.14810782325645
2025-01-02 16:00:00+00:00,5360.7702499680045,667.1709755138575,4693.599274454147,384.23734069699776,282.9336348168597
2025-01-02 17:00:00+00:00,5405.912133509999,470.3174244993053,4935.594709010694,199.02378796653912,271.29363653276613
2025-01-02 18:00:00+00:00,5419.507247196,260.57956559382137,5158.927681602179,0.0,260.57956559382137
2025-01-02 19:00:00+00:00,5400.4956127919995,251.10989329361902,5149.38571949838,0.0,251.10989329361902
2025-01-02 20:00:00+00:00,5349.986682978,243.15733552327035,5106.82934745473,0.0,243.15733552327035
2025-01-02 21:00:00+00:00,5271.185428739999,236.93793070960103,5034.247498030398,0.0,236.93793070960103
2025-01-02 22:00:00+00:00,5169.176548829998,232.60244071538588,4936.5741081146125,0.0,232.60244071538588
2025-01-02 23:00:00+00:00,5050.581580421999,230.23040444098154,4820.351175981018,0.0,230.23040444098154
2025-01-03 00:00:00+00:00,4925.019097320001,229.8270999341245,4695.191997385876,0.0,229.8270999341245
2025-01-03 01:00:00+00:00,4796.956311545999,231.32353551802044,4565.632776027978,0.0,231.32353551802044
2025-01-03 02:00:00+00:00,4676.592679415999,234.57946845907168,4442.013210956927,0.0,234.57946845907168
2025-01-03 03:00:00+00:00,4571.673045156,239.38932992479315,4332.283715231207,0.0,239.38932992479315
2025-01-03 04:00:00+00:00,4488.873557448,245.49080929705937,4243.382748150941,0.0,245.49080929705937
2025-01-03 05:00:00+00:00,4433.353620906,252.57575405412976,4180.77786685187,0.0,252.57575405412976
2025-01-03 06:00:00+00:00,4408.411229334001,260.3029253607314,4148.10830397327,0.0,260.3029253607314
2025-01-03 07:00:00+00:00,4415.265079638002,449.0279717138413,3966.2371079241607,180.71586804657136,268.3121036672699
2025-01-03 08:00:00+00:00,4452.978092808,620.5373891044453,3832.4407037035544,344.2984377256641,276.2389513787812
2025-01-03 09:00:00+00:00,4518.527428128003,763.7266764746353,3754.800751653367,479.9966442136564,283.7300322609789
2025-01-03 10:00:00+00:00,4607.016133523999,869.846725084508,3737.1694084394912,579.3893526202772,290.45737246423073
2025-01-03 11:00:00+00:00,4712.011771698001,933.0019885083359,3779.0097831896655,636.8700264148417,296.1319620934941
2025-01-03 12:00:00+00:00,4825.988941326002,950.4091133570698,3875.5798279689316,649.8934638733673,300.5156494837025
2025-01-03 13:00:00+00:00,4940.845392713999,922.416951767242,4018.428440946757,618.9860144990482,303.4309372681938
2025-01-03 14:00:00+00:00,5048.456503860002,852.3094034519119,4196.14710040809,547.5411217084018,304.7682817435101
2025-01-03 15:00:00+00:00,5141.230257071998,745.9283282754536,4395.3019287965435,441.4377314325571,304.4905968428965
2025-01-03 16:00:00+00:00,5212.6249581,611.1635955261071,4601.461362573893,308.528822075042,302.6347734510651
2025-01-03 17:00:00+00:00,5257.594277082,457.36069472557875,4800.233582356422,158.05053537547326,299.3101593501055
2025-01-03 18:00:00+00:00,5272.929450684,294.69405746396296,4978.235393220037,0.0,294.69405746396296
2025-01-03 19:00:00+00:00,5257.4752592879995,289.0244242756614,4968.450835012338,0.0,289.0244242756614
2025-01-03 20:00:00+00:00,5212.205212200001,282.5900759768526,4929.6151362231485,0.0,282.5900759768526
2025-01-03 21:00:00+00:00,5140.150829267998,275.71879197445196,4864.432037293546,0.0,275.71879197445196
2025-01-03 22:00:00+00:00,5046.190024469998,268.7638140600294,4777.426210409969,0.0,268.7638140600294
2025-01-03 23:00:00+00:00,4936.7090948700015,262.08928834313565,4674.619806526865,0.0,262.08928834313565
2025-01-04 00:00:00+00:00,4442.799460469997,256.0552414093005,4186.744219060696,0.0,256.0552414093005
2025-01-04 01:00:00+00:00,4325.191554558,251.00272060838356,4074.188833949616,0.0,251.00272060838356
2025-01-04 02:00:00+00:00,4215.530628413998,247.23968919469024,3968.290939219308,0.0,247.23968919469024
2025-01-04 03:00:00+00:00,4121.272832712,245.02826630093298,3876.2445664110674,0.0,245.02826630093298
2025-01-04 04:00:00+00:00,4048.808901648001,244.5738344494652,3804.235067198536,0.0,244.5738344494652
2025-01-04 05:00:00+00:00,4003.0228195020018,246.0164471064493,3757.0063723955523,0.0,246.0164471064493
2025-01-04 06:00:00+00:00,3986.953665365999,249.42491185652577,3737.528753509473,0.0,249.42491185652577
2025-01-04 07:00:00+00:00,4001.5838228099997,418.84561862048577,3582.738204189514,164.05185501798533,254.79376360250046
2025-01-04 08:00:00+00:00,4045.7680748519997,583.293410253201,3462.474664598799,321.2501286833603,262.04328156984076
2025-01-04 09:00:00+00:00,4116.308547372002,731.8073291882799,3384.501218183722,460.7848079060101,271.0225212822698
2025-01-04 10:00:00+00:00,4208.170448748001,854.1011992287062,3354.0692495192948,572.5859360505945,281.5152631781117
2025-01-04 11:00:00+00:00,4314.823987782,941.3098551208279,3373.514132661172,648.0612411927933,293.24861392803456
2025-01-04 12:00:00+00:00,4428.689185578001,986.6927090666095,3441.996476511392,680.7887857450371,305.90392332157245
2025-01-04 13:00:00+00:00,4541.653276524,986.2317280556622,3555.4215484683377,667.1021638006995,319.12956425496276
2025-01-04 14:00:00+00:00,4645.625451599998,939.0625666715838,3706.5628849284144,606.5075172513374,332.5550494202464
2025-01-04 15:00:00+00:00,4733.0910756779995,847.6865519325352,3885.4045237454643,501.8806335605604,345.8059183719748
2025-01-04 16:00:00+00:00,4797.627548658,717.927109444649,4079.700439213351,359.4083362462218,358.51877319842725
2025-01-04 17:00:00+00:00,4834.346618808003,558.6158256754122,4275.73079313259,188.25997060398012,370.35585507143213
2025-01-04 18:00:00+00:00,4840.232826492002,381.0185657781017,4459.214260713899,0.0,381.0185657781017
2025-01-04 19:00:00+00:00,4814.354997564001,390.25937900071483,4424.095618563286,0.0,390.25937900071483
2025-01-04 20:00:00+00:00,4757.936109108,397.89165265031625,4360.044456457684,0.0,397.89165265031625
2025-01-04 21:00:00+00:00,4674.276776483998,403.7969437573592,4270.479832726639,0.0,403.7969437573592
2025-01-04 22:00:00+00:00,4568.5372824,407.92952871037585,4160.607753689624,0.0,407.92952871037585
2025-01-04 23:00:00+00:00,4447.392931379999,410.31794031456275,4037.0749910654363,0.0,410.31794031456275
2025-01-05 00:00:00+00:00,4320.25177101,411.0634595669059,3909.1883114430943,0.0,411.0634595669059
2025-01-05 01:00:00+00:00,4192.070616467999,410.33562942650354,3781.734987041495,0.0,410.33562942650354
2025-01-05 02:00:00+00:00,4072.7908238220007,408.3649665396554,3664.425857282345,0.0,408.3649665396554
2025-01-05 03:00:00+00:00,3970.1169892019993,405.4331821759308,3564.6838070260683,0.0,405.4331821759308
2025-01-05 04:00:00+00:00,3890.6625221099985,401.86129830334426,3488.801223806654,0.0,401.86129830334426
2025-01-05 05:00:00+00:00,3839.503077354001,397.9961571083096,3441.5069202456916,0.0,397.9961571083096
2025-01-05 06:00:00+00:00,3819.8338735619986,394.1958754975073,3425.6379980644915,0.0,394.1958754975073
2025-01-05 07:00:00+00:00,3832.7541826139995,590.314912952511,3242.4392696614887,199.50008060674003,390.814832345771
2025-01-05 08:00:00+00:00,3877.193633376,772.6148128709872,3104.578820505013,384.4259937359858,388.1888191350014
2025-01-05 09:00:00+00:00,3949.9853819579994,928.6932312635786,3021.292150694421,542.0722895153634,386.6209417482151
2025-01-05 10:00:00+00:00,4046.081041128002,1048.1658254496256,2997.9152156783766,661.7969502196007,386.36887523002486
2025-01-05 11:00:00+00:00,4158.892890936,1123.354569588606,3035.5383213473942,735.7205990300589,387.6339705585471
2025-01-05 12:00:00+00:00,4280.739958949997,1149.7566852389389,3130.9832737110582,759.2040067741985,390.55267846474027
2025-01-05 13:00:00+00:00,4403.367767064,1126.2736302569404,3277.09413680706,731.0829976498661,395.1906326070742
2025-01-05 14:00:00+00:00,4518.506298726,1055.1996346144158,3463.306664111584,653.6600014926358,401.53963312177996
2025-01-05 15:00:00+00:00,4618.428373398001,941.9867135118252,3676.441659886176,532.4690506238052,409.51766288802
2025-01-05 16:00:00+00:00,4696.470419927999,794.8166594990394,3901.6537604289592,375.8447296449936,418.9719298540457
2025-01-05 17:00:00+00:00,4747.480355394,624.0194937140043,4123.460861679996,194.3346787997881,429.6848149142162
2025-01-05 18:00:00+00:00,4768.162162763997,441.38247840202325,4326.7796843619735,0.0,441.38247840202325
