calendar_timestamp,iteration,timestamp,shard,generator_l1_mw,battery_l1_mw,soc_end_l1_mwh,soc_initial_l1_mwh,generator_net_change_mw,generator_counterdirection_mw,battery_net_change_mw,generator_l1_pct_load,battery_l1_pct_fleet_rating,soc_end_l1_pct_fleet_capacity,controller_id,archive_sha256,policy,operator_intervention,storage_bus_41.delta_b_mw,storage_bus_41.delta_soc_end_mwh,storage_bus_65.delta_b_mw,storage_bus_65.delta_soc_end_mwh,storage_bus_89.delta_b_mw,storage_bus_89.delta_soc_end_mwh,storage_bus_105.delta_b_mw,storage_bus_105.delta_soc_end_mwh,load_mw,available_nd_mw,net_load_mw,solar_mw,wind_mw,renewable_fraction,p95_dc_utilization,dc_branches_ge_95pct,dc_soc_fraction,dc_charging_mw,dc_discharging_mw,signpost_power_fraction,absolute_net_ramp_mw,soc_net_change_mwh,recovery_selected
2025-01-01 00:00:00+00:00,0,2025-01-01 00:00:00+00:00,shard-000,1009.6575498909971,0.002086805563144571,0.002086805564537997,0.0,200.13497747252134,404.7612862092379,-0.0015705642880432373,20.567761662790762,0.0007701089667235941,0.000192527241809455,ac-000-00-primary_controlling,fb603deac45a403d9896097d07ce2618f97990c989ccd7bbdaecd3535d1173f8,legacy,False,-3.010716246291843e-06,3.010716874030095e-06,-6.520631453825335e-06,6.52063221195931e-06,0.00025812063755066686,-0.00025812063754671044,-0.0018191535778937869,0.001819153577905297,4908.932563710001,479.0687284593452,4429.863835250656,0.0,479.0687284593452,0.0975912221734172,0.9999951598008368,15,0.5,0.000519464069920083,3.161068331022629e-06,0.15140580897339695,0.0,0.001570564289444576,False
2025-01-01 01:00:00+00:00,1,2025-01-01 01:00:00+00:00,shard-000,1012.2502585836941,6.967895713487374,6.969967672341891,0.002086805564537997,200.8799588141941,405.68514988475,-6.965669218233509,21.122862732326045,2.571413007000772,0.643044409244778,ac-001-00-primary_controlling,461879f326cea6710be21b67829581f97c0127de53e3f504ff4fb29197bbcb15,legacy,False,8.281875057709557e-06,-5.271158176611834e-06,4.412638133983445e-06,2.1079940779600292e-06,0.0011005531137405244,-0.0013586737512909508,-6.966782465860441,6.9686016194383456,4792.202039141999,476.44565406910414,4315.756385072895,0.0,476.44565406910414,0.0994210281990547,0.9999911648716207,15,0.5000004763375876,0.0023830212360978894,0.0,0.3621514340352572,114.10745017776117,6.967239782522956,False
2025-01-01 02:00:00+00:00,2,2025-01-01 02:00:00+00:00,shard-000,882.2720001884495,1.0713004564280375,8.04126812876985,6.969967672341891,189.83453499158526,346.2187325984321,-1.0052730044629823,18.841562834847107,0.3953497643101474,0.7418818503223077,ac-002-00-primary_controlling,fd3827eafe17431874b05f3248b9f200df28a9c1ef1ac940203c6d989ee74aa4,legacy,False,4.0660406308795284e-06,-9.337198065395569e-06,-4.1390102236988835e-08,2.149384840777202e-06,0.03300965994189664,-0.03436833369318748,-1.0382866890554077,8.006888308493757,4682.583965682,471.864384044989,4210.719581637011,0.0,471.864384044989,0.10077008495805238,0.9999740664099405,13,0.5000026748965408,9.867613386465345,0.0,0.550256012858526,105.03680343588348,7.972512786987345,False
2025-01-01 03:00:00+00:00,3,2025-01-01 03:00:00+00:00,shard-000,856.091188061077,4.193420390999885,10.198799660214714,8.04126812876985,179.326126347653,338.382530856712,4.193417494658327,18.66055589699462,1.5475282898346594,0.9409342210485531,ac-003-00-primary_controlling,65090e6ba89f2464ecd9ebb7df55b89b737abc74ba32001842bc352cc44c24ba,legacy,False,-1.1115793885319603e-06,-8.225618469026585e-06,-3.36591390442051e-07,2.485976438038051e-06,3.175475624630997,-3.2098439583241714,1.0179433181981086,6.988944990295636,4587.704636382,465.43973792021677,4122.264898461784,0.0,465.43973792021677,0.10145372791202102,0.9638927816283116,10,0.5091064669355411,20.405328998951816,0.0,0.5129675768971126,88.45468317522773,3.7790952923294334,False
2025-01-01 04:00:00+00:00,4,2025-01-01 04:00:00+00:00,shard-000,854.1362017925792,4.273252646692805,9.1526797490402,10.198799660214714,174.66665521689606,339.73477328784156,4.273252646692805,18.921352655082238,1.5769893651876723,0.8444199197054035,ac-004-00-primary_controlling,473cb9e42b51db93f2fea38d2d7191f2a0994907257c7864695614cc494ed624,legacy,False,9.390947088824304e-07,-9.164712277964782e-06,2.751531262267676e-07,2.210824163739744e-06,1.613565428664451,-4.823409386988629,2.6596860037805197,4.3292589865151285,4514.139223355998,457.3551675924021,4056.784055763596,0.0,457.3551675924021,0.10131614134231007,0.9470827871595466,10,0.5279322827045939,25.639238289604478,0.0,0.5497436283050526,65.48084269818764,-0.4941573543616151,False
2025-01-01 05:00:00+00:00,5,2025-01-01 05:00:00+00:00,shard-000,825.3383345879029,31.15261297411133,31.724457434987304,9.1526797490402,143.67071628189626,340.8338091530033,31.15261297411133,18.476486169838306,11.496474329923402,2.9268765579565583,ac-005-00-primary_controlling,ee384a90de0a997621968cccd4425321a062fe0b178e63526a86b3c4e36f0972,legacy,False,8.402743553265855,-8.402752717978135,11.600481681741607,-11.600479470917435,6.858972305845933,-11.682381692834568,4.290415433257937,0.03884355325716626,4466.965888434001,447.855446868869,4019.1104415651316,0.0,447.855446868869,0.10025942844749934,0.9253144591253355,8,0.5515868670792803,24.65878535162091,0.0,0.43431885425632993,37.67361419846429,-31.64677032847297,False
2025-01-01 06:00:00+00:00,6,2025-01-01 06:00:00+00:00,shard-000,768.9904032784908,76.76779155847348,108.4326267053757,31.724457434987304,90.56455274563196,339.2129252664294,76.76779155847348,17.282924685486094,28.33017396487194,10.003919338006021,ac-006-00-primary_controlling,e6a953ec4ffb5765629c8f3f2d195de7555c3826c9b5d90a69af75a0f16a036f,legacy,False,5.897572825457357,-14.300325543435497,53.78336289555702,-65.38384236647431,17.05704469341661,-28.739426386251182,0.029811144042476354,0.009032409214711379,4449.422868366,437.23685987237843,4012.186008493622,0.0,437.23685987237843,0.0982682187797872,0.9263196047681488,8,0.5743368923370002,17.195925055208903,0.0,0.2356567266117006,6.924433071509611,-108.41456188694627,False
2025-01-01 07:00:00+00:00,7,2025-01-01 07:00:00+00:00,shard-000,823.7900115417501,3.3928926900622463,111.80816239694255,108.4326267053757,155.80026760895015,333.99487196639996,3.3928926900622463,18.45948686136515,1.2521037560444985,10.315343932309618,ac-007-00-primary_controlling,27aa8bffb6005c020ea6ba0385c48cce53066b9e24026ff95fe574401a379642,legacy,False,0.0007326728136925672,-14.301058216249235,9.092710430433677e-05,-65.38393329357865,3.3833905908961674,-32.12281697714734,0.008678499248081733,0.00035390996733042357,4462.691827397998,642.2093587552255,3820.482468642773,216.37406086139518,425.83529789383033,0.1439062753140339,0.8943415504936333,8,0.5902017341675059,3.4064008770042973,0.0,0.33308087632112493,191.7035398508492,-111.80745457700789,False
2025-01-01 08:00:00+00:00,8,2025-01-01 08:00:00+00:00,shard-000,843.5015790948682,34.34818853704542,77.701506839401,111.80816239694255,187.63280962873824,327.93438473306503,-34.34772739508479,18.720259460389265,12.67576071784638,7.168687418916451,ac-008-00-primary_controlling,6de7065f17e026be02bb2a48388ba7d0b0b813b49409c8d025f5bf3eeac36d5e,legacy,False,-14.421824706000812,0.12076648975157767,-0.005862576723716242,-65.3780707168549,-19.920270683340572,-12.202546293806762,0.0002305709803168538,0.00012333898777683316,4505.822052732003,829.9727550974883,3675.849297634514,415.96001575830775,414.0127393391806,0.18420007390088855,0.890843129947936,8,0.5933444561177041,0.001854497723861157,0.0,0.6352814855086492,144.6331710082586,-77.4597271819223,False
2025-01-01 09:00:00+00:00,9,2025-01-01 09:00:00+00:00,shard-000,817.9408864292399,40.417272262198836,94.15171546808617,77.701506839401,138.66077473315937,339.6400558480402,16.46162471563208,17.875360997393052,14.91547862884041,8.68637231888557,ac-009-00-primary_controlling,5ab77f44de74c01babad7b3b934ad77544681e0a38f1045adf35ff0f748c98a6,legacy,False,0.005650062386479249,0.11511642736508776,28.43374044544167,-93.81181116229658,-11.977823773283376,-0.22472252052335762,5.798108730674342e-05,6.535790114980955e-05,4575.800659626001,987.0274587174513,3588.77320090855,584.8847825805275,402.14267613692385,0.21570595664849723,0.8903237681432274,8,0.593346167064511,98.80918977499972,0.0,0.6664542937452557,87.07609672596436,-93.9213518975537,False
